city,name,percentage,season_year,season,league,city_group
Philadelphia,Eagles,0.35714287,1977,1977,NFL,Philadelphia
San Francisco,49ers,0.35714287,1977,1977,NFL,Bay Area
Seattle,Seahawks,0.35714287,1977,1977,NFL,Seattle
Tampa Bay,Buccaneers,0.25,1977,1977,NFL,Tampa Bay
Buffalo,Bills,0.21428572,1977,1977,NFL,Buffalo
New Orleans,Saints,0.21428572,1977,1977,NFL,New Orleans
New York,Jets,0.21428572,1977,1977,NFL,New York
Green Bay,Packers,0.16666667,1977,1977,NFL,Green Bay
Kansas City,Chiefs,0.14285715,1977,1977,NFL,Kansas City
Pittsburgh,Steelers,0.875,1978,1978,NFL,Pittsburgh
Dallas,Cowboys,0.75,1978,1978,NFL,Dallas
Los Angeles,Rams,0.75,1978,1978,NFL,Los Angeles
New England,Patriots,0.6875,1978,1978,NFL,Boston
Denver,Broncos,0.625,1978,1978,NFL,Denver
Minnesota,Vikings,0.53125,1978,1978,NFL,Minnesota
Miami,Dolphins,0.6875,1978,1978,NFL,South Florida
Houston,Oilers,0.625,1978,1978,NFL,Houston
Atlanta,Falcons,0.5625,1978,1978,NFL,Atlanta
Philadelphia,Eagles,0.5625,1978,1978,NFL,Philadelphia
Oakland,Raiders,0.5625,1978,1978,NFL,Bay Area
San Diego,Chargers,0.5625,1978,1978,NFL,San Diego
Seattle,Seahawks,0.5625,1978,1978,NFL,Seattle
Green Bay,Packers,0.53125,1978,1978,NFL,Green Bay
Cleveland,Browns,0.5,1978,1978,NFL,Cleveland
New York,Jets,0.5,1978,1978,NFL,New York
Washington,Redskins,0.5,1978,1978,NFL,Washington
Chicago,Bears,0.4375,1978,1978,NFL,Chicago
Detroit,Lions,0.4375,1978,1978,NFL,Detroit
New Orleans,Saints,0.4375,1978,1978,NFL,New Orleans
New York,Giants,0.375,1978,1978,NFL,New York
St. Louis,Cardinals,0.375,1978,1978,NFL,St. Louis
Buffalo,Bills,0.3125,1978,1978,NFL,Buffalo
Tampa Bay,Buccaneers,0.3125,1978,1978,NFL,Tampa Bay
Cincinnati,Bengals,0.25,1978,1978,NFL,Cincinnati
Kansas City,Chiefs,0.25,1978,1978,NFL,Kansas City
San Francisco,49ers,0.125,1978,1978,NFL,Bay Area
Pittsburgh,Steelers,0.75,1979,1979,NFL,Pittsburgh
San Diego,Chargers,0.75,1979,1979,NFL,San Diego
Dallas,Cowboys,0.6875,1979,1979,NFL,Dallas
Miami,Dolphins,0.625,1979,1979,NFL,South Florida
Tampa Bay,Buccaneers,0.625,1979,1979,NFL,Tampa Bay
Los Angeles,Rams,0.5625,1979,1979,NFL,Los Angeles
Houston,Oilers,0.6875,1979,1979,NFL,Houston
Philadelphia,Eagles,0.6875,1979,1979,NFL,Philadelphia
Chicago,Bears,0.625,1979,1979,NFL,Chicago
Denver,Broncos,0.625,1979,1979,NFL,Denver
Washington,Redskins,0.625,1979,1979,NFL,Washington
Cleveland,Browns,0.5625,1979,1979,NFL,Cleveland
Oakland,Raiders,0.5625,1979,1979,NFL,Bay Area
New England,Patriots,0.5625,1979,1979,NFL,Boston
Seattle,Seahawks,0.5625,1979,1979,NFL,Seattle
New Orleans,Saints,0.5,1979,1979,NFL,New Orleans
New York,Jets,0.5,1979,1979,NFL,New York
Buffalo,Bills,0.4375,1979,1979,NFL,Buffalo
Kansas City,Chiefs,0.4375,1979,1979,NFL,Kansas City
Minnesota,Vikings,0.4375,1979,1979,NFL,Minnesota
Atlanta,Falcons,0.375,1979,1979,NFL,Atlanta
New York,Giants,0.375,1979,1979,NFL,New York
Green Bay,Packers,0.3125,1979,1979,NFL,Green Bay
St. Louis,Cardinals,0.3125,1979,1979,NFL,St. Louis
Detroit,Lions,0.125,1979,1979,NFL,Detroit
San Francisco,49ers,0.125,1979,1979,NFL,Bay Area
Atlanta,Falcons,0.75,1980,1980,NFL,Atlanta
Philadelphia,Eagles,0.75,1980,1980,NFL,Philadelphia
Buffalo,Bills,0.6875,1980,1980,NFL,Buffalo
Cleveland,Browns,0.6875,1980,1980,NFL,Cleveland
San Diego,Chargers,0.6875,1980,1980,NFL,San Diego
Minnesota,Vikings,0.5625,1980,1980,NFL,Minnesota
Dallas,Cowboys,0.75,1980,1980,NFL,Dallas
Houston,Oilers,0.6875,1980,1980,NFL,Houston
Oakland,Raiders,0.6875,1980,1980,NFL,Bay Area
Los Angeles,Rams,0.6875,1980,1980,NFL,Los Angeles
New England,Patriots,0.625,1980,1980,NFL,Boston
Detroit,Lions,0.5625,1980,1980,NFL,Detroit
Pittsburgh,Steelers,0.5625,1980,1980,NFL,Pittsburgh
Denver,Broncos,0.5,1980,1980,NFL,Denver
Kansas City,Chiefs,0.5,1980,1980,NFL,Kansas City
Miami,Dolphins,0.5,1980,1980,NFL,South Florida
Chicago,Bears,0.4375,1980,1980,NFL,Chicago
Cincinnati,Bengals,0.375,1980,1980,NFL,Cincinnati
San Francisco,49ers,0.375,1980,1980,NFL,Bay Area
Washington,Redskins,0.375,1980,1980,NFL,Washington
Green Bay,Packers,0.34375,1980,1980,NFL,Green Bay
Tampa Bay,Buccaneers,0.34375,1980,1980,NFL,Tampa Bay
St. Louis,Cardinals,0.3125,1980,1980,NFL,St. Louis
New York,Giants,0.25,1980,1980,NFL,New York
New York,Jets,0.25,1980,1980,NFL,New York
Seattle,Seahawks,0.25,1980,1980,NFL,Seattle
New Orleans,Saints,0.0625,1980,1980,NFL,New Orleans
San Francisco,49ers,0.8125,1981,1981,NFL,Bay Area
Dallas,Cowboys,0.75,1981,1981,NFL,Dallas
Miami,Dolphins,0.71875,1981,1981,NFL,South Florida
San Diego,Chargers,0.625,1981,1981,NFL,San Diego
Tampa Bay,Buccaneers,0.5625,1981,1981,NFL,Tampa Bay
New York,Jets,0.65625,1981,1981,NFL,New York
Buffalo,Bills,0.625,1981,1981,NFL,Buffalo
Philadelphia,Eagles,0.625,1981,1981,NFL,Philadelphia
New York,Giants,0.5625,1981,1981,NFL,New York
Denver,Broncos,0.625,1981,1981,NFL,Denver
Kansas City,Chiefs,0.5625,1981,1981,NFL,Kansas City
Detroit,Lions,0.5,1981,1981,NFL,Detroit
Green Bay,Packers,0.5,1981,1981,NFL,Green Bay
Pittsburgh,Steelers,0.5,1981,1981,NFL,Pittsburgh
Washington,Redskins,0.5,1981,1981,NFL,Washington
Atlanta,Falcons,0.4375,1981,1981,NFL,Atlanta
Houston,Oilers,0.4375,1981,1981,NFL,Houston
Oakland,Raiders,0.4375,1981,1981,NFL,Bay Area
Minnesota,Vikings,0.4375,1981,1981,NFL,Minnesota
St. Louis,Cardinals,0.4375,1981,1981,NFL,St. Louis
Chicago,Bears,0.375,1981,1981,NFL,Chicago
Los Angeles,Rams,0.375,1981,1981,NFL,Los Angeles
Seattle,Seahawks,0.375,1981,1981,NFL,Seattle
Cleveland,Browns,0.3125,1981,1981,NFL,Cleveland
New Orleans,Saints,0.25,1981,1981,NFL,New Orleans
New England,Patriots,0.125,1981,1981,NFL,Boston
Los Angeles,Raiders,0.8888889,1982,1982,NFL,Los Angeles
Washington,Redskins,0.8888889,1982,1982,NFL,Washington
Miami,Dolphins,0.7777778,1982,1982,NFL,South Florida
Dallas,Cowboys,0.6666667,1982,1982,NFL,Dallas
New York,Jets,0.6666667,1982,1982,NFL,New York
Pittsburgh,Steelers,0.6666667,1982,1982,NFL,Pittsburgh
San Diego,Chargers,0.6666667,1982,1982,NFL,San Diego
Green Bay,Packers,0.6111111,1982,1982,NFL,Green Bay
Atlanta,Falcons,0.5555556,1982,1982,NFL,Atlanta
Minnesota,Vikings,0.5555556,1982,1982,NFL,Minnesota
New England,Patriots,0.5555556,1982,1982,NFL,Boston
St. Louis,Cardinals,0.5555556,1982,1982,NFL,St. Louis
Tampa Bay,Buccaneers,0.5555556,1982,1982,NFL,Tampa Bay
Buffalo,Bills,0.44444445,1982,1982,NFL,Buffalo
Cleveland,Browns,0.44444445,1982,1982,NFL,Cleveland
Detroit,Lions,0.44444445,1982,1982,NFL,Detroit
New Orleans,Saints,0.44444445,1982,1982,NFL,New Orleans
New York,Giants,0.44444445,1982,1982,NFL,New York
Seattle,Seahawks,0.44444445,1982,1982,NFL,Seattle
Chicago,Bears,0.33333334,1982,1982,NFL,Chicago
Kansas City,Chiefs,0.33333334,1982,1982,NFL,Kansas City
Philadelphia,Eagles,0.33333334,1982,1982,NFL,Philadelphia
San Francisco,49ers,0.33333334,1982,1982,NFL,Bay Area
Denver,Broncos,0.22222222,1982,1982,NFL,Denver
Los Angeles,Rams,0.22222222,1982,1982,NFL,Los Angeles
Houston,Oilers,0.11111111,1982,1982,NFL,Houston
Washington,Redskins,0.875,1983,1983,NFL,Washington
Los Angeles,Raiders,0.75,1983,1983,NFL,Los Angeles
Miami,Dolphins,0.75,1983,1983,NFL,South Florida
Pittsburgh,Steelers,0.625,1983,1983,NFL,Pittsburgh
San Francisco,49ers,0.625,1983,1983,NFL,Bay Area
Detroit,Lions,0.5625,1983,1983,NFL,Detroit
Dallas,Cowboys,0.75,1983,1983,NFL,Dallas
Denver,Broncos,0.5625,1983,1983,NFL,Denver
Los Angeles,Rams,0.5625,1983,1983,NFL,Los Angeles
Seattle,Seahawks,0.5625,1983,1983,NFL,Seattle
Cleveland,Browns,0.5625,1983,1983,NFL,Cleveland
St. Louis,Cardinals,0.53125,1983,1983,NFL,St. Louis
Buffalo,Bills,0.5,1983,1983,NFL,Buffalo
Chicago,Bears,0.5,1983,1983,NFL,Chicago
Green Bay,Packers,0.5,1983,1983,NFL,Green Bay
Minnesota,Vikings,0.5,1983,1983,NFL,Minnesota
New England,Patriots,0.5,1983,1983,NFL,Boston
New Orleans,Saints,0.5,1983,1983,NFL,New Orleans
Atlanta,Falcons,0.4375,1983,1983,NFL,Atlanta
Cincinnati,Bengals,0.4375,1983,1983,NFL,Cincinnati
New York,Jets,0.4375,1983,1983,NFL,New York
Kansas City,Chiefs,0.375,1983,1983,NFL,Kansas City
San Diego,Chargers,0.375,1983,1983,NFL,San Diego
Philadelphia,Eagles,0.3125,1983,1983,NFL,Philadelphia
New York,Giants,0.21875,1983,1983,NFL,New York
Houston,Oilers,0.125,1983,1983,NFL,Houston
Tampa Bay,Buccaneers,0.125,1983,1983,NFL,Tampa Bay
San Francisco,49ers,0.9375,1984,1984,NFL,Bay Area
Miami,Dolphins,0.875,1984,1984,NFL,South Florida
Denver,Broncos,0.8125,1984,1984,NFL,Denver
Washington,Redskins,0.6875,1984,1984,NFL,Washington
Chicago,Bears,0.625,1984,1984,NFL,Chicago
Pittsburgh,Steelers,0.5625,1984,1984,NFL,Pittsburgh
Seattle,Seahawks,0.75,1984,1984,NFL,Seattle
Los Angeles,Raiders,0.6875,1984,1984,NFL,Los Angeles
Los Angeles,Rams,0.625,1984,1984,NFL,Los Angeles
New York,Giants,0.5625,1984,1984,NFL,New York
Dallas,Cowboys,0.5625,1984,1984,NFL,Dallas
New England,Patriots,0.5625,1984,1984,NFL,Boston
St. Louis,Cardinals,0.5625,1984,1984,NFL,St. Louis
Green Bay,Packers,0.5,1984,1984,NFL,Green Bay
Kansas City,Chiefs,0.5,1984,1984,NFL,Kansas City
New Orleans,Saints,0.4375,1984,1984,NFL,New Orleans
New York,Jets,0.4375,1984,1984,NFL,New York
San Diego,Chargers,0.4375,1984,1984,NFL,San Diego
Philadelphia,Eagles,0.40625,1984,1984,NFL,Philadelphia
Tampa Bay,Buccaneers,0.375,1984,1984,NFL,Tampa Bay
Cleveland,Browns,0.3125,1984,1984,NFL,Cleveland
Detroit,Lions,0.28125,1984,1984,NFL,Detroit
Atlanta,Falcons,0.25,1984,1984,NFL,Atlanta
Indianapolis,Colts,0.25,1984,1984,NFL,Indiana
Houston,Oilers,0.1875,1984,1984,NFL,Houston
Minnesota,Vikings,0.1875,1984,1984,NFL,Minnesota
Buffalo,Bills,0.125,1984,1984,NFL,Buffalo
Chicago,Bears,0.9375,1985,1985,NFL,Chicago
Los Angeles,Raiders,0.75,1985,1985,NFL,Los Angeles
Miami,Dolphins,0.75,1985,1985,NFL,South Florida
Los Angeles,Rams,0.6875,1985,1985,NFL,Los Angeles
Dallas,Cowboys,0.625,1985,1985,NFL,Dallas
Cleveland,Browns,0.5,1985,1985,NFL,Cleveland
New England,Patriots,0.6875,1985,1985,NFL,Boston
New York,Jets,0.6875,1985,1985,NFL,New York
New York,Giants,0.625,1985,1985,NFL,New York
San Francisco,49ers,0.625,1985,1985,NFL,Bay Area
Denver,Broncos,0.6875,1985,1985,NFL,Denver
Washington,Redskins,0.625,1985,1985,NFL,Washington
Green Bay,Packers,0.5,1985,1985,NFL,Green Bay
San Diego,Chargers,0.5,1985,1985,NFL,San Diego
Seattle,Seahawks,0.5,1985,1985,NFL,Seattle
Cincinnati,Bengals,0.4375,1985,1985,NFL,Cincinnati
Detroit,Lions,0.4375,1985,1985,NFL,Detroit
Minnesota,Vikings,0.4375,1985,1985,NFL,Minnesota
Philadelphia,Eagles,0.4375,1985,1985,NFL,Philadelphia
Pittsburgh,Steelers,0.4375,1985,1985,NFL,Pittsburgh
Kansas City,Chiefs,0.375,1985,1985,NFL,Kansas City
Houston,Oilers,0.3125,1985,1985,NFL,Houston
Indianapolis,Colts,0.3125,1985,1985,NFL,Indiana
New Orleans,Saints,0.3125,1985,1985,NFL,New Orleans
St. Louis,Cardinals,0.3125,1985,1985,NFL,St. Louis
Atlanta,Falcons,0.25,1985,1985,NFL,Atlanta
Buffalo,Bills,0.125,1985,1985,NFL,Buffalo
Tampa Bay,Buccaneers,0.125,1985,1985,NFL,Tampa Bay
Cleveland,Browns,0.75,1986,1986,NFL,Cleveland
Denver,Broncos,0.6875,1986,1986,NFL,Denver
New England,Patriots,0.6875,1986,1986,NFL,Boston
Kansas City,Chiefs,0.625,1986,1986,NFL,Kansas City
New York,Jets,0.625,1986,1986,NFL,New York
Seattle,Seahawks,0.625,1986,1986,NFL,Seattle
Los Angeles,Raiders,0.5,1986,1986,NFL,Los Angeles
Miami,Dolphins,0.5,1986,1986,NFL,South Florida
Pittsburgh,Steelers,0.375,1986,1986,NFL,Pittsburgh
Houston,Oilers,0.3125,1986,1986,NFL,Houston
Buffalo,Bills,0.25,1986,1986,NFL,Buffalo
San Diego,Chargers,0.25,1986,1986,NFL,San Diego
Indianapolis,Colts,0.1875,1986,1986,NFL,Indiana
Chicago,Bears,0.875,1986,1986,NFL,Chicago
New York,Giants,0.875,1986,1986,NFL,New York
San Francisco,49ers,0.65625,1986,1986,NFL,Bay Area
Washington,Redskins,0.75,1986,1986,NFL,Washington
Los Angeles,Rams,0.625,1986,1986,NFL,Los Angeles
Minnesota,Vikings,0.5625,1986,1986,NFL,Minnesota
Atlanta,Falcons,0.46875,1986,1986,NFL,Atlanta
Dallas,Cowboys,0.4375,1986,1986,NFL,Dallas
New Orleans,Saints,0.4375,1986,1986,NFL,New Orleans
Philadelphia,Eagles,0.34375,1986,1986,NFL,Philadelphia
Detroit,Lions,0.3125,1986,1986,NFL,Detroit
St. Louis,Cardinals,0.28125,1986,1986,NFL,St. Louis
Green Bay,Packers,0.25,1986,1986,NFL,Green Bay
Tampa Bay,Buccaneers,0.125,1986,1986,NFL,Tampa Bay
Denver,Broncos,0.7,1987,1987,NFL,Denver
Cleveland,Browns,0.6666667,1987,1987,NFL,Cleveland
Indianapolis,Colts,0.6,1987,1987,NFL,Indiana
Houston,Oilers,0.6,1987,1987,NFL,Houston
Seattle,Seahawks,0.6,1987,1987,NFL,Seattle
Miami,Dolphins,0.53333336,1987,1987,NFL,South Florida
New England,Patriots,0.53333336,1987,1987,NFL,Boston
Pittsburgh,Steelers,0.53333336,1987,1987,NFL,Pittsburgh
San Diego,Chargers,0.53333336,1987,1987,NFL,San Diego
Buffalo,Bills,0.46666667,1987,1987,NFL,Buffalo
New York,Jets,0.4,1987,1987,NFL,New York
Los Angeles,Raiders,0.33333334,1987,1987,NFL,Los Angeles
Kansas City,Chiefs,0.26666668,1987,1987,NFL,Kansas City
San Francisco,49ers,0.8666667,1987,1987,NFL,Bay Area
Chicago,Bears,0.73333335,1987,1987,NFL,Chicago
Washington,Redskins,0.73333335,1987,1987,NFL,Washington
New Orleans,Saints,0.8,1987,1987,NFL,New Orleans
Minnesota,Vikings,0.53333336,1987,1987,NFL,Minnesota
Dallas,Cowboys,0.46666667,1987,1987,NFL,Dallas
Philadelphia,Eagles,0.46666667,1987,1987,NFL,Philadelphia
St. Louis,Cardinals,0.46666667,1987,1987,NFL,St. Louis
Los Angeles,Rams,0.4,1987,1987,NFL,Los Angeles
New York,Giants,0.4,1987,1987,NFL,New York
Green Bay,Packers,0.36666667,1987,1987,NFL,Green Bay
Detroit,Lions,0.26666668,1987,1987,NFL,Detroit
Tampa Bay,Buccaneers,0.26666668,1987,1987,NFL,Tampa Bay
Atlanta,Falcons,0.2,1987,1987,NFL,Atlanta
Buffalo,Bills,0.75,1988,1988,NFL,Buffalo
Seattle,Seahawks,0.5625,1988,1988,NFL,Seattle
Cleveland,Browns,0.625,1988,1988,NFL,Cleveland
Houston,Oilers,0.625,1988,1988,NFL,Houston
Indianapolis,Colts,0.5625,1988,1988,NFL,Indiana
New England,Patriots,0.5625,1988,1988,NFL,Boston
New York,Jets,0.53125,1988,1988,NFL,New York
Denver,Broncos,0.5,1988,1988,NFL,Denver
Los Angeles,Raiders,0.4375,1988,1988,NFL,Los Angeles
Miami,Dolphins,0.375,1988,1988,NFL,South Florida
San Diego,Chargers,0.375,1988,1988,NFL,San Diego
Pittsburgh,Steelers,0.3125,1988,1988,NFL,Pittsburgh
Kansas City,Chiefs,0.28125,1988,1988,NFL,Kansas City
Chicago,Bears,0.75,1988,1988,NFL,Chicago
Philadelphia,Eagles,0.625,1988,1988,NFL,Philadelphia
San Francisco,49ers,0.625,1988,1988,NFL,Bay Area
Minnesota,Vikings,0.6875,1988,1988,NFL,Minnesota
Los Angeles,Rams,0.625,1988,1988,NFL,Los Angeles
New Orleans,Saints,0.625,1988,1988,NFL,New Orleans
New York,Giants,0.625,1988,1988,NFL,New York
Phoenix,Cardinals,0.4375,1988,1988,NFL,Phoenix
Washington,Redskins,0.4375,1988,1988,NFL,Washington
Atlanta,Falcons,0.3125,1988,1988,NFL,Atlanta
Tampa Bay,Buccaneers,0.3125,1988,1988,NFL,Tampa Bay
Detroit,Lions,0.25,1988,1988,NFL,Detroit
Green Bay,Packers,0.25,1988,1988,NFL,Green Bay
Dallas,Cowboys,0.1875,1988,1988,NFL,Dallas
Denver,Broncos,0.6875,1989,1989,NFL,Denver
Cleveland,Browns,0.59375,1989,1989,NFL,Cleveland
Buffalo,Bills,0.5625,1989,1989,NFL,Buffalo
Houston,Oilers,0.5625,1989,1989,NFL,Houston
Pittsburgh,Steelers,0.5625,1989,1989,NFL,Pittsburgh
Kansas City,Chiefs,0.53125,1989,1989,NFL,Kansas City
Cincinnati,Bengals,0.5,1989,1989,NFL,Cincinnati
Indianapolis,Colts,0.5,1989,1989,NFL,Indiana
Los Angeles,Raiders,0.5,1989,1989,NFL,Los Angeles
Miami,Dolphins,0.5,1989,1989,NFL,South Florida
Seattle,Seahawks,0.4375,1989,1989,NFL,Seattle
San Diego,Chargers,0.375,1989,1989,NFL,San Diego
New England,Patriots,0.3125,1989,1989,NFL,Boston
New York,Jets,0.25,1989,1989,NFL,New York
San Francisco,49ers,0.875,1989,1989,NFL,Bay Area
New York,Giants,0.75,1989,1989,NFL,New York
Minnesota,Vikings,0.625,1989,1989,NFL,Minnesota
Los Angeles,Rams,0.6875,1989,1989,NFL,Los Angeles
Philadelphia,Eagles,0.6875,1989,1989,NFL,Philadelphia
Green Bay,Packers,0.625,1989,1989,NFL,Green Bay
Washington,Redskins,0.625,1989,1989,NFL,Washington
New Orleans,Saints,0.5625,1989,1989,NFL,New Orleans
Detroit,Lions,0.4375,1989,1989,NFL,Detroit
Chicago,Bears,0.375,1989,1989,NFL,Chicago
Phoenix,Cardinals,0.3125,1989,1989,NFL,Phoenix
Tampa Bay,Buccaneers,0.3125,1989,1989,NFL,Tampa Bay
Atlanta,Falcons,0.1875,1989,1989,NFL,Atlanta
Dallas,Cowboys,0.071428575,1989,1989,NFL,Dallas
Buffalo,Bills,0.8125,1990,1990,NFL,Buffalo
Los Angeles,Raiders,0.75,1990,1990,NFL,Los Angeles
Miami,Dolphins,0.75,1990,1990,NFL,South Florida
Kansas City,Chiefs,0.6875,1990,1990,NFL,Kansas City
Houston,Oilers,0.5625,1990,1990,NFL,Houston
Pittsburgh,Steelers,0.5625,1990,1990,NFL,Pittsburgh
Seattle,Seahawks,0.5625,1990,1990,NFL,Seattle
Indianapolis,Colts,0.4375,1990,1990,NFL,Indiana
New York,Jets,0.375,1990,1990,NFL,New York
San Diego,Chargers,0.375,1990,1990,NFL,San Diego
Denver,Broncos,0.3125,1990,1990,NFL,Denver
Cleveland,Browns,0.1875,1990,1990,NFL,Cleveland
New England,Patriots,0.0625,1990,1990,NFL,Boston
San Francisco,49ers,0.875,1990,1990,NFL,Bay Area
New York,Giants,0.8125,1990,1990,NFL,New York
Chicago,Bears,0.6875,1990,1990,NFL,Chicago
Philadelphia,Eagles,0.625,1990,1990,NFL,Philadelphia
Washington,Redskins,0.625,1990,1990,NFL,Washington
New Orleans,Saints,0.5,1990,1990,NFL,New Orleans
Dallas,Cowboys,0.4375,1990,1990,NFL,Dallas
Detroit,Lions,0.375,1990,1990,NFL,Detroit
Green Bay,Packers,0.375,1990,1990,NFL,Green Bay
Minnesota,Vikings,0.375,1990,1990,NFL,Minnesota
Tampa Bay,Buccaneers,0.375,1990,1990,NFL,Tampa Bay
Atlanta,Falcons,0.3125,1990,1990,NFL,Atlanta
Los Angeles,Rams,0.3125,1990,1990,NFL,Los Angeles
Phoenix,Cardinals,0.3125,1990,1990,NFL,Phoenix
Buffalo,Bills,0.8125,1991,1991,NFL,Buffalo
Denver,Broncos,0.75,1991,1991,NFL,Denver
Houston,Oilers,0.6875,1991,1991,NFL,Houston
Kansas City,Chiefs,0.625,1991,1991,NFL,Kansas City
Los Angeles,Raiders,0.5625,1991,1991,NFL,Los Angeles
New York,Jets,0.5,1991,1991,NFL,New York
Miami,Dolphins,0.5,1991,1991,NFL,South Florida
Pittsburgh,Steelers,0.4375,1991,1991,NFL,Pittsburgh
Seattle,Seahawks,0.4375,1991,1991,NFL,Seattle
Cleveland,Browns,0.375,1991,1991,NFL,Cleveland
New England,Patriots,0.375,1991,1991,NFL,Boston
San Diego,Chargers,0.25,1991,1991,NFL,San Diego
Cincinnati,Bengals,0.1875,1991,1991,NFL,Cincinnati
Indianapolis,Colts,0.0625,1991,1991,NFL,Indiana
Washington,Redskins,0.875,1991,1991,NFL,Washington
Detroit,Lions,0.75,1991,1991,NFL,Detroit
New Orleans,Saints,0.6875,1991,1991,NFL,New Orleans
Chicago,Bears,0.6875,1991,1991,NFL,Chicago
Dallas,Cowboys,0.6875,1991,1991,NFL,Dallas
Atlanta,Falcons,0.625,1991,1991,NFL,Atlanta
Philadelphia,Eagles,0.625,1991,1991,NFL,Philadelphia
San Francisco,49ers,0.625,1991,1991,NFL,Bay Area
Minnesota,Vikings,0.5,1991,1991,NFL,Minnesota
New York,Giants,0.5,1991,1991,NFL,New York
Green Bay,Packers,0.25,1991,1991,NFL,Green Bay
Phoenix,Cardinals,0.25,1991,1991,NFL,Phoenix
Los Angeles,Rams,0.1875,1991,1991,NFL,Los Angeles
Tampa Bay,Buccaneers,0.1875,1991,1991,NFL,Tampa Bay
Miami,Dolphins,0.6875,1992,1992,NFL,South Florida
Pittsburgh,Steelers,0.6875,1992,1992,NFL,Pittsburgh
San Diego,Chargers,0.6875,1992,1992,NFL,San Diego
Buffalo,Bills,0.6875,1992,1992,NFL,Buffalo
Houston,Oilers,0.625,1992,1992,NFL,Houston
Kansas City,Chiefs,0.625,1992,1992,NFL,Kansas City
Indianapolis,Colts,0.5625,1992,1992,NFL,Indiana
Denver,Broncos,0.5,1992,1992,NFL,Denver
Cleveland,Browns,0.4375,1992,1992,NFL,Cleveland
Los Angeles,Raiders,0.4375,1992,1992,NFL,Los Angeles
Cincinnati,Bengals,0.3125,1992,1992,NFL,Cincinnati
New York,Jets,0.25,1992,1992,NFL,New York
New England,Patriots,0.125,1992,1992,NFL,Boston
Seattle,Seahawks,0.125,1992,1992,NFL,Seattle
San Francisco,49ers,0.875,1992,1992,NFL,Bay Area
Dallas,Cowboys,0.8125,1992,1992,NFL,Dallas
Minnesota,Vikings,0.6875,1992,1992,NFL,Minnesota
New Orleans,Saints,0.75,1992,1992,NFL,New Orleans
Philadelphia,Eagles,0.6875,1992,1992,NFL,Philadelphia
Washington,Redskins,0.5625,1992,1992,NFL,Washington
Green Bay,Packers,0.5625,1992,1992,NFL,Green Bay
Atlanta,Falcons,0.375,1992,1992,NFL,Atlanta
Los Angeles,Rams,0.375,1992,1992,NFL,Los Angeles
New York,Giants,0.375,1992,1992,NFL,New York
Chicago,Bears,0.3125,1992,1992,NFL,Chicago
Detroit,Lions,0.3125,1992,1992,NFL,Detroit
Tampa Bay,Buccaneers,0.3125,1992,1992,NFL,Tampa Bay
Phoenix,Cardinals,0.25,1992,1992,NFL,Phoenix
Houston,Oilers,0.75,1993,1993,NFL,Houston
Buffalo,Bills,0.75,1993,1993,NFL,Buffalo
Kansas City,Chiefs,0.6875,1993,1993,NFL,Kansas City
Los Angeles,Raiders,0.625,1993,1993,NFL,Los Angeles
Denver,Broncos,0.5625,1993,1993,NFL,Denver
Pittsburgh,Steelers,0.5625,1993,1993,NFL,Pittsburgh
Miami,Dolphins,0.5625,1993,1993,NFL,South Florida
New York,Jets,0.5,1993,1993,NFL,New York
San Diego,Chargers,0.5,1993,1993,NFL,San Diego
Cleveland,Browns,0.4375,1993,1993,NFL,Cleveland
Seattle,Seahawks,0.375,1993,1993,NFL,Seattle
New England,Patriots,0.3125,1993,1993,NFL,Boston
Indianapolis,Colts,0.25,1993,1993,NFL,Indiana
Cincinnati,Bengals,0.1875,1993,1993,NFL,Cincinnati
Dallas,Cowboys,0.75,1993,1993,NFL,Dallas
San Francisco,49ers,0.625,1993,1993,NFL,Bay Area
Detroit,Lions,0.625,1993,1993,NFL,Detroit
New York,Giants,0.6875,1993,1993,NFL,New York
Minnesota,Vikings,0.5625,1993,1993,NFL,Minnesota
Green Bay,Packers,0.5625,1993,1993,NFL,Green Bay
New Orleans,Saints,0.5,1993,1993,NFL,New Orleans
Philadelphia,Eagles,0.5,1993,1993,NFL,Philadelphia
Phoenix,Cardinals,0.4375,1993,1993,NFL,Phoenix
Chicago,Bears,0.4375,1993,1993,NFL,Chicago
Atlanta,Falcons,0.375,1993,1993,NFL,Atlanta
Tampa Bay,Buccaneers,0.3125,1993,1993,NFL,Tampa Bay
Los Angeles,Rams,0.3125,1993,1993,NFL,Los Angeles
Washington,Redskins,0.25,1993,1993,NFL,Washington
Pittsburgh,Steelers,0.75,1994,1994,NFL,Pittsburgh
San Diego,Chargers,0.6875,1994,1994,NFL,San Diego
Miami,Dolphins,0.625,1994,1994,NFL,South Florida
Cleveland,Browns,0.6875,1994,1994,NFL,Cleveland
New England,Patriots,0.625,1994,1994,NFL,Boston
Kansas City,Chiefs,0.5625,1994,1994,NFL,Kansas City
Los Angeles,Raiders,0.5625,1994,1994,NFL,Los Angeles
Indianapolis,Colts,0.5,1994,1994,NFL,Indiana
Denver,Broncos,0.4375,1994,1994,NFL,Denver
Buffalo,Bills,0.4375,1994,1994,NFL,Buffalo
New York,Jets,0.375,1994,1994,NFL,New York
Seattle,Seahawks,0.375,1994,1994,NFL,Seattle
Cincinnati,Bengals,0.1875,1994,1994,NFL,Cincinnati
Houston,Oilers,0.125,1994,1994,NFL,Houston
San Francisco,49ers,0.8125,1994,1994,NFL,Bay Area
