city,name,percentage,season_year,season,league,city_group
Edmonton,Oilers,0.628049,2017,20162017,NHL,Edmonton
NY Rangers,Rangers,0.621951,2017,20162017,NHL,New York
St. Louis,Blues,0.603659,2017,20162017,NHL,St. Louis
San Jose,Sharks,0.603659,2017,20162017,NHL,Bay Area
Ottawa,Senators,0.597561,2017,20162017,NHL,Ottawa
Boston,Bruins,0.579268,2017,20162017,NHL,Boston
Toronto,Maple Leafs,0.579268,2017,20162017,NHL,Toronto
Calgary,Flames,0.573171,2017,20162017,NHL,Calgary
Nashville,Predators,0.573171,2017,20162017,NHL,Nashville
NY Islanders,Islanders,0.573171,2017,20162017,NHL,New York
Tampa Bay,Lightning,0.573171,2017,20162017,NHL,Tampa Bay
Philadelphia,Flyers,0.536585,2017,20162017,NHL,Philadelphia
Winnipeg,Jets,0.530488,2017,20162017,NHL,Winnipeg
Carolina,Hurricanes,0.530488,2017,20162017,NHL,Carolina
Los Angeles,Kings,0.52439,2017,20162017,NHL,Los Angeles
Florida,Panthers,0.493902,2017,20162017,NHL,South Florida
Dallas,Stars,0.481707,2017,20162017,NHL,Dallas
Detroit,Red Wings,0.481707,2017,20162017,NHL,Detroit
Buffalo,Sabres,0.47561,2017,20162017,NHL,Buffalo
New Jersey,Devils,0.426829,2017,20162017,NHL,New Jersey
Arizona,Coyotes,0.426829,2017,20162017,NHL,Phoenix
Vancouver,Canucks,0.420732,2017,20162017,NHL,Vancouver
Colorado,Avalanche,0.292683,2017,20162017,NHL,Denver
Nashville,Predators,0.713415,2018,20172018,NHL,Nashville
Winnipeg,Jets,0.695122,2018,20172018,NHL,Winnipeg
Tampa Bay,Lightning,0.689024,2018,20172018,NHL,Tampa Bay
Boston,Bruins,0.682927,2018,20172018,NHL,Boston
Vegas,Golden Knights,0.664634,2018,20172018,NHL,Vegas
Washington,Capitals,0.640244,2018,20172018,NHL,Washington
Toronto,Maple Leafs,0.640244,2018,20172018,NHL,Toronto
Minnesota,Wild,0.615854,2018,20172018,NHL,Minnesota
Anaheim,Ducks,0.615854,2018,20172018,NHL,Los Angeles
Pittsburgh,Penguins,0.609756,2018,20172018,NHL,Pittsburgh
San Jose,Sharks,0.609756,2018,20172018,NHL,Bay Area
Los Angeles,Kings,0.597561,2018,20172018,NHL,Los Angeles
Philadelphia,Flyers,0.597561,2018,20172018,NHL,Philadelphia
Columbus,Blue Jackets,0.591463,2018,20172018,NHL,Columbus
New Jersey,Devils,0.591463,2018,20172018,NHL,New Jersey
Florida,Panthers,0.585366,2018,20172018,NHL,South Florida
Colorado,Avalanche,0.579268,2018,20172018,NHL,Denver
St. Louis,Blues,0.573171,2018,20172018,NHL,St. Louis
Dallas,Stars,0.560976,2018,20172018,NHL,Dallas
Calgary,Flames,0.512195,2018,20172018,NHL,Calgary
Carolina,Hurricanes,0.506098,2018,20172018,NHL,Carolina
NY Islanders,Islanders,0.487805,2018,20172018,NHL,New York
Edmonton,Oilers,0.47561,2018,20172018,NHL,Edmonton
NY Rangers,Rangers,0.469512,2018,20172018,NHL,New York
Chicago,Blackhawks,0.463415,2018,20172018,NHL,Chicago
Vancouver,Canucks,0.445122,2018,20172018,NHL,Vancouver
Detroit,Red Wings,0.445122,2018,20172018,NHL,Detroit
Montréal,Canadiens,0.432927,2018,20172018,NHL,Montreal
Arizona,Coyotes,0.426829,2018,20172018,NHL,Phoenix
Ottawa,Senators,0.408537,2018,20172018,NHL,Ottawa
Buffalo,Sabres,0.378049,2018,20172018,NHL,Buffalo
Tampa Bay,Lightning,0.780488,2019,20182019,NHL,Tampa Bay
Calgary,Flames,0.652439,2019,20182019,NHL,Calgary
Boston,Bruins,0.652439,2019,20182019,NHL,Boston
Washington,Capitals,0.634146,2019,20182019,NHL,Washington
NY Islanders,Islanders,0.628049,2019,20182019,NHL,New York
San Jose,Sharks,0.615854,2019,20182019,NHL,Bay Area
Toronto,Maple Leafs,0.609756,2019,20182019,NHL,Toronto
Nashville,Predators,0.609756,2019,20182019,NHL,Nashville
Pittsburgh,Penguins,0.609756,2019,20182019,NHL,Pittsburgh
Winnipeg,Jets,0.603659,2019,20182019,NHL,Winnipeg
Carolina,Hurricanes,0.603659,2019,20182019,NHL,Carolina
St. Louis,Blues,0.603659,2019,20182019,NHL,St. Louis
Columbus,Blue Jackets,0.597561,2019,20182019,NHL,Columbus
Montréal,Canadiens,0.585366,2019,20182019,NHL,Montreal
Dallas,Stars,0.567073,2019,20182019,NHL,Dallas
Vegas,Golden Knights,0.567073,2019,20182019,NHL,Vegas
Colorado,Avalanche,0.54878,2019,20182019,NHL,Denver
Arizona,Coyotes,0.52439,2019,20182019,NHL,Phoenix
Florida,Panthers,0.52439,2019,20182019,NHL,South Florida
Chicago,Blackhawks,0.512195,2019,20182019,NHL,Chicago
Minnesota,Wild,0.506098,2019,20182019,NHL,Minnesota
Philadelphia,Flyers,0.5,2019,20182019,NHL,Philadelphia
Vancouver,Canucks,0.493902,2019,20182019,NHL,Vancouver
Anaheim,Ducks,0.487805,2019,20182019,NHL,Los Angeles
Edmonton,Oilers,0.481707,2019,20182019,NHL,Edmonton
NY Rangers,Rangers,0.47561,2019,20182019,NHL,New York
Buffalo,Sabres,0.463415,2019,20182019,NHL,Buffalo
Detroit,Red Wings,0.45122,2019,20182019,NHL,Detroit
New Jersey,Devils,0.439024,2019,20182019,NHL,New Jersey
Los Angeles,Kings,0.432927,2019,20182019,NHL,Los Angeles
Ottawa,Senators,0.390244,2019,20182019,NHL,Ottawa
Boston,Bruins,0.714286,2020,20192020,NHL,Boston
St. Louis,Blues,0.661972,2020,20192020,NHL,St. Louis
Colorado,Avalanche,0.657143,2020,20192020,NHL,Denver
Tampa Bay,Lightning,0.657143,2020,20192020,NHL,Tampa Bay
Washington,Capitals,0.652174,2020,20192020,NHL,Washington
Philadelphia,Flyers,0.644928,2020,20192020,NHL,Philadelphia
Pittsburgh,Penguins,0.623188,2020,20192020,NHL,Pittsburgh
Vegas,Golden Knights,0.605634,2020,20192020,NHL,Vegas
Carolina,Hurricanes,0.595588,2020,20192020,NHL,Carolina
Dallas,Stars,0.594203,2020,20192020,NHL,Dallas
NY Islanders,Islanders,0.588235,2020,20192020,NHL,New York
Edmonton,Oilers,0.584507,2020,20192020,NHL,Edmonton
Toronto,Maple Leafs,0.578571,2020,20192020,NHL,Toronto
Columbus,Blue Jackets,0.578571,2020,20192020,NHL,Columbus
Florida,Panthers,0.565217,2020,20192020,NHL,South Florida
Nashville,Predators,0.565217,2020,20192020,NHL,Nashville
Vancouver,Canucks,0.565217,2020,20192020,NHL,Vancouver
NY Rangers,Rangers,0.564286,2020,20192020,NHL,New York
Calgary,Flames,0.564286,2020,20192020,NHL,Calgary
Winnipeg,Jets,0.56338,2020,20192020,NHL,Winnipeg
Minnesota,Wild,0.557971,2020,20192020,NHL,Minnesota
Arizona,Coyotes,0.528571,2020,20192020,NHL,Phoenix
Chicago,Blackhawks,0.514286,2020,20192020,NHL,Chicago
Montréal,Canadiens,0.5,2020,20192020,NHL,Montreal
Buffalo,Sabres,0.492754,2020,20192020,NHL,Buffalo
New Jersey,Devils,0.492754,2020,20192020,NHL,New Jersey
Anaheim,Ducks,0.471831,2020,20192020,NHL,Los Angeles
Los Angeles,Kings,0.457143,2020,20192020,NHL,Los Angeles
San Jose,Sharks,0.45,2020,20192020,NHL,Bay Area
Ottawa,Senators,0.43662,2020,20192020,NHL,Ottawa
Detroit,Red Wings,0.274648,2020,20192020,NHL,Detroit
Colorado,Avalanche,0.732143,2021,20202021,NHL,Denver
Vegas,Golden Knights,0.732143,2021,20202021,NHL,Vegas
Carolina,Hurricanes,0.714286,2021,20202021,NHL,Carolina
Florida,Panthers,0.705357,2021,20202021,NHL,South Florida
Pittsburgh,Penguins,0.6875,2021,20202021,NHL,Pittsburgh
Toronto,Maple Leafs,0.6875,2021,20202021,NHL,Toronto
Washington,Capitals,0.6875,2021,20202021,NHL,Washington
Tampa Bay,Lightning,0.669643,2021,20202021,NHL,Tampa Bay
Minnesota,Wild,0.669643,2021,20202021,NHL,Minnesota
Boston,Bruins,0.651786,2021,20202021,NHL,Boston
Edmonton,Oilers,0.642857,2021,20202021,NHL,Edmonton
NY Islanders,Islanders,0.633929,2021,20202021,NHL,New York
Nashville,Predators,0.571429,2021,20202021,NHL,Nashville
Winnipeg,Jets,0.5625,2021,20202021,NHL,Winnipeg
St. Louis,Blues,0.5625,2021,20202021,NHL,St. Louis
NY Rangers,Rangers,0.535714,2021,20202021,NHL,New York
Dallas,Stars,0.535714,2021,20202021,NHL,Dallas
Montréal,Canadiens,0.526786,2021,20202021,NHL,Montreal
Philadelphia,Flyers,0.517857,2021,20202021,NHL,Philadelphia
Calgary,Flames,0.491071,2021,20202021,NHL,Calgary
Chicago,Blackhawks,0.491071,2021,20202021,NHL,Chicago
Arizona,Coyotes,0.482143,2021,20202021,NHL,Phoenix
Ottawa,Senators,0.455357,2021,20202021,NHL,Ottawa
Vancouver,Canucks,0.446429,2021,20202021,NHL,Vancouver
Los Angeles,Kings,0.4375,2021,20202021,NHL,Los Angeles
San Jose,Sharks,0.4375,2021,20202021,NHL,Bay Area
Detroit,Red Wings,0.428571,2021,20202021,NHL,Detroit
Columbus,Blue Jackets,0.428571,2021,20202021,NHL,Columbus
New Jersey,Devils,0.401786,2021,20202021,NHL,New Jersey
Anaheim,Ducks,0.383929,2021,20202021,NHL,Los Angeles
Buffalo,Sabres,0.330357,2021,20202021,NHL,Buffalo
Florida,Panthers,0.743902,2022,20212022,NHL,South Florida
Colorado,Avalanche,0.72561,2022,20212022,NHL,Denver
Carolina,Hurricanes,0.707317,2022,20212022,NHL,Carolina
Toronto,Maple Leafs,0.70122,2022,20212022,NHL,Toronto
Minnesota,Wild,0.689024,2022,20212022,NHL,Minnesota
Calgary,Flames,0.676829,2022,20212022,NHL,Calgary
NY Rangers,Rangers,0.670732,2022,20212022,NHL,New York
Tampa Bay,Lightning,0.670732,2022,20212022,NHL,Tampa Bay
St. Louis,Blues,0.664634,2022,20212022,NHL,St. Louis
Boston,Bruins,0.652439,2022,20212022,NHL,Boston
Edmonton,Oilers,0.634146,2022,20212022,NHL,Edmonton
Pittsburgh,Penguins,0.628049,2022,20212022,NHL,Pittsburgh
Washington,Capitals,0.609756,2022,20212022,NHL,Washington
Los Angeles,Kings,0.603659,2022,20212022,NHL,Los Angeles
Dallas,Stars,0.597561,2022,20212022,NHL,Dallas
Nashville,Predators,0.591463,2022,20212022,NHL,Nashville
Vegas,Golden Knights,0.573171,2022,20212022,NHL,Vegas
Vancouver,Canucks,0.560976,2022,20212022,NHL,Vancouver
Winnipeg,Jets,0.542683,2022,20212022,NHL,Winnipeg
NY Islanders,Islanders,0.512195,2022,20212022,NHL,New York
Columbus,Blue Jackets,0.493902,2022,20212022,NHL,Columbus
San Jose,Sharks,0.469512,2022,20212022,NHL,Bay Area
Anaheim,Ducks,0.463415,2022,20212022,NHL,Los Angeles
Buffalo,Sabres,0.457317,2022,20212022,NHL,Buffalo
Detroit,Red Wings,0.45122,2022,20212022,NHL,Detroit
Ottawa,Senators,0.445122,2022,20212022,NHL,Ottawa
Chicago,Blackhawks,0.414634,2022,20212022,NHL,Chicago
New Jersey,Devils,0.384146,2022,20212022,NHL,New Jersey
Philadelphia,Flyers,0.371951,2022,20212022,NHL,Philadelphia
Seattle,Kraken,0.365854,2022,20212022,NHL,Seattle
Arizona,Coyotes,0.347561,2022,20212022,NHL,Phoenix
Montréal,Canadiens,0.335366,2022,20212022,NHL,Montreal
Boston,Bruins,0.823171,2023,20222023,NHL,Boston
Carolina,Hurricanes,0.689024,2023,20222023,NHL,Carolina
New Jersey,Devils,0.682927,2023,20222023,NHL,New Jersey
Toronto,Maple Leafs,0.676829,2023,20222023,NHL,Toronto
Vegas,Golden Knights,0.676829,2023,20222023,NHL,Vegas
Edmonton,Oilers,0.664634,2023,20222023,NHL,Edmonton
Colorado,Avalanche,0.664634,2023,20222023,NHL,Denver
Dallas,Stars,0.658537,2023,20222023,NHL,Dallas
NY Rangers,Rangers,0.652439,2023,20222023,NHL,New York
Los Angeles,Kings,0.634146,2023,20222023,NHL,Los Angeles
Minnesota,Wild,0.628049,2023,20222023,NHL,Minnesota
Seattle,Kraken,0.609756,2023,20222023,NHL,Seattle
Tampa Bay,Lightning,0.597561,2023,20222023,NHL,Tampa Bay
Winnipeg,Jets,0.579268,2023,20222023,NHL,Winnipeg
NY Islanders,Islanders,0.567073,2023,20222023,NHL,New York
Calgary,Flames,0.567073,2023,20222023,NHL,Calgary
Florida,Panthers,0.560976,2023,20222023,NHL,South Florida
Nashville,Predators,0.560976,2023,20222023,NHL,Nashville
Pittsburgh,Penguins,0.554878,2023,20222023,NHL,Pittsburgh
Buffalo,Sabres,0.554878,2023,20222023,NHL,Buffalo
Ottawa,Senators,0.52439,2023,20222023,NHL,Ottawa
Vancouver,Canucks,0.506098,2023,20222023,NHL,Vancouver
St. Louis,Blues,0.493902,2023,20222023,NHL,St. Louis
Detroit,Red Wings,0.487805,2023,20222023,NHL,Detroit
Washington,Capitals,0.487805,2023,20222023,NHL,Washington
Philadelphia,Flyers,0.457317,2023,20222023,NHL,Philadelphia
Arizona,Coyotes,0.426829,2023,20222023,NHL,Phoenix
Montréal,Canadiens,0.414634,2023,20222023,NHL,Montreal
San Jose,Sharks,0.365854,2023,20222023,NHL,Bay Area
Chicago,Blackhawks,0.359756,2023,20222023,NHL,Chicago
Columbus,Blue Jackets,0.359756,2023,20222023,NHL,Columbus
Anaheim,Ducks,0.353659,2023,20222023,NHL,Los Angeles
NY Rangers,Rangers,0.695122,2024,20232024,NHL,New York
Dallas,Stars,0.689024,2024,20232024,NHL,Dallas
Carolina,Hurricanes,0.676829,2024,20232024,NHL,Carolina
Winnipeg,Jets,0.670732,2024,20232024,NHL,Winnipeg
Florida,Panthers,0.670732,2024,20232024,NHL,South Florida
Vancouver,Canucks,0.664634,2024,20232024,NHL,Vancouver
Boston,Bruins,0.664634,2024,20232024,NHL,Boston
Colorado,Avalanche,0.652439,2024,20232024,NHL,Denver
Edmonton,Oilers,0.634146,2024,20232024,NHL,Edmonton
Toronto,Maple Leafs,0.621951,2024,20232024,NHL,Toronto
Nashville,Predators,0.603659,2024,20232024,NHL,Nashville
Los Angeles,Kings,0.603659,2024,20232024,NHL,Los Angeles
Tampa Bay,Lightning,0.597561,2024,20232024,NHL,Tampa Bay
Vegas,Golden Knights,0.597561,2024,20232024,NHL,Vegas
NY Islanders,Islanders,0.573171,2024,20232024,NHL,New York
St. Louis,Blues,0.560976,2024,20232024,NHL,St. Louis
Washington,Capitals,0.554878,2024,20232024,NHL,Washington
Detroit,Red Wings,0.554878,2024,20232024,NHL,Detroit
Pittsburgh,Penguins,0.536585,2024,20232024,NHL,Pittsburgh
Minnesota,Wild,0.530488,2024,20232024,NHL,Minnesota
Philadelphia,Flyers,0.530488,2024,20232024,NHL,Philadelphia
Buffalo,Sabres,0.512195,2024,20232024,NHL,Buffalo
New Jersey,Devils,0.493902,2024,20232024,NHL,New Jersey
Calgary,Flames,0.493902,2024,20232024,NHL,Calgary
Seattle,Kraken,0.493902,2024,20232024,NHL,Seattle
Ottawa,Senators,0.47561,2024,20232024,NHL,Ottawa
Arizona,Coyotes,0.469512,2024,20232024,NHL,Phoenix
Montréal,Canadiens,0.463415,2024,20232024,NHL,Montreal
Columbus,Blue Jackets,0.402439,2024,20232024,NHL,Columbus
Anaheim,Ducks,0.359756,2024,20232024,NHL,Los Angeles
Chicago,Blackhawks,0.317073,2024,20232024,NHL,Chicago
San Jose,Sharks,0.286585,2024,20232024,NHL,Bay Area
Baltimore,Orioles,0.6728395061728395,1969,1969,MLB,Baltimore
Detroit,Tigers,0.5555555555555556,1969,1969,MLB,Detroit
Boston,Red Sox,0.5370370370370371,1969,1969,MLB,Boston
Washington,Senators,0.5308641975308642,1969,1969,MLB,Washington
New York,Yankees,0.4968944099378882,1969,1969,MLB,New York
Cleveland,Indians,0.38509316770186336,1969,1969,MLB,Cleveland
Minnesota,Twins,0.5987654320987654,1969,1969,MLB,Minnesota
Oakland,Athletics,0.5432098765432098,1969,1969,MLB,Bay Area
California,Angels,0.4382716049382716,1969,1969,MLB,Los Angeles
Kansas City,Royals,0.42592592592592593,1969,1969,MLB,Kansas City
Chicago,White Sox,0.41975308641975306,1969,1969,MLB,Chicago
Seattle,Pilots,0.3950617283950617,1969,1969,MLB,Seattle
New York,Mets,0.6172839506172839,1969,1969,MLB,New York
Chicago,Cubs,0.5679012345679012,1969,1969,MLB,Chicago
Pittsburgh,Pirates,0.5432098765432098,1969,1969,MLB,Pittsburgh
St. Louis,Cardinals,0.5370370370370371,1969,1969,MLB,St. Louis
Philadelphia,Phillies,0.3888888888888889,1969,1969,MLB,Philadelphia
Montreal,Expos,0.32098765432098764,1969,1969,MLB,Montreal
Atlanta,Braves,0.5740740740740741,1969,1969,MLB,Atlanta
San Francisco,Giants,0.5555555555555556,1969,1969,MLB,Bay Area
Cincinnati,Reds,0.5493827160493827,1969,1969,MLB,Cincinnati
Los Angeles,Dodgers,0.5246913580246914,1969,1969,MLB,Los Angeles
Houston,Astros,0.5,1969,1969,MLB,Houston
San Diego,Padres,0.32098765432098764,1969,1969,MLB,San Diego
Baltimore,Orioles,0.6666666666666666,1970,1970,MLB,Baltimore
New York,Yankees,0.5740740740740741,1970,1970,MLB,New York
Boston,Red Sox,0.5370370370370371,1970,1970,MLB,Boston
Detroit,Tigers,0.4876543209876543,1970,1970,MLB,Detroit
Cleveland,Indians,0.4691358024691358,1970,1970,MLB,Cleveland
Washington,Senators,0.43209876543209874,1970,1970,MLB,Washington
Minnesota,Twins,0.6049382716049383,1970,1970,MLB,Minnesota
Oakland,Athletics,0.5493827160493827,1970,1970,MLB,Bay Area
California,Angels,0.5308641975308642,1970,1970,MLB,Los Angeles
Kansas City,Royals,0.4012345679012346,1970,1970,MLB,Kansas City
Milwaukee,Brewers,0.4012345679012346,1970,1970,MLB,Milwaukee
Chicago,White Sox,0.345679012345679,1970,1970,MLB,Chicago
Pittsburgh,Pirates,0.5493827160493827,1970,1970,MLB,Pittsburgh
Chicago,Cubs,0.5185185185185185,1970,1970,MLB,Chicago
New York,Mets,0.5123456790123457,1970,1970,MLB,New York
St. Louis,Cardinals,0.4691358024691358,1970,1970,MLB,St. Louis
Philadelphia,Phillies,0.453416149068323,1970,1970,MLB,Philadelphia
Montreal,Expos,0.4506172839506173,1970,1970,MLB,Montreal
Cincinnati,Reds,0.6296296296296297,1970,1970,MLB,Cincinnati
Los Angeles,Dodgers,0.5403726708074534,1970,1970,MLB,Los Angeles
San Francisco,Giants,0.5308641975308642,1970,1970,MLB,Bay Area
Houston,Astros,0.4876543209876543,1970,1970,MLB,Houston
Atlanta,Braves,0.4691358024691358,1970,1970,MLB,Atlanta
San Diego,Padres,0.3888888888888889,1970,1970,MLB,San Diego
Baltimore,Orioles,0.6392405063291139,1971,1971,MLB,Baltimore
Detroit,Tigers,0.5617283950617284,1971,1971,MLB,Detroit
Boston,Red Sox,0.5246913580246914,1971,1971,MLB,Boston
New York,Yankees,0.5061728395061729,1971,1971,MLB,New York
Washington,Senators,0.39622641509433965,1971,1971,MLB,Washington
Cleveland,Indians,0.37037037037037035,1971,1971,MLB,Cleveland
Oakland,Athletics,0.6273291925465838,1971,1971,MLB,Bay Area
Kansas City,Royals,0.5279503105590062,1971,1971,MLB,Kansas City
Chicago,White Sox,0.4876543209876543,1971,1971,MLB,Chicago
California,Angels,0.4691358024691358,1971,1971,MLB,Los Angeles
Minnesota,Twins,0.4625,1971,1971,MLB,Minnesota
Milwaukee,Brewers,0.42857142857142855,1971,1971,MLB,Milwaukee
Pittsburgh,Pirates,0.5987654320987654,1971,1971,MLB,Pittsburgh
St. Louis,Cardinals,0.5555555555555556,1971,1971,MLB,St. Louis
Chicago,Cubs,0.5123456790123457,1971,1971,MLB,Chicago
New York,Mets,0.5123456790123457,1971,1971,MLB,New York
Montreal,Expos,0.4409937888198758,1971,1971,MLB,Montreal
Philadelphia,Phillies,0.41358024691358025,1971,1971,MLB,Philadelphia
San Francisco,Giants,0.5555555555555556,1971,1971,MLB,Bay Area
Los Angeles,Dodgers,0.5493827160493827,1971,1971,MLB,Los Angeles
Atlanta,Braves,0.5061728395061729,1971,1971,MLB,Atlanta
Cincinnati,Reds,0.4876543209876543,1971,1971,MLB,Cincinnati
Houston,Astros,0.4876543209876543,1971,1971,MLB,Houston
San Diego,Padres,0.37888198757763975,1971,1971,MLB,San Diego
Detroit,Tigers,0.5512820512820513,1972,1972,MLB,Detroit
Boston,Red Sox,0.5483870967741935,1972,1972,MLB,Boston
Baltimore,Orioles,0.5194805194805194,1972,1972,MLB,Baltimore
New York,Yankees,0.5096774193548387,1972,1972,MLB,New York
Cleveland,Indians,0.46153846153846156,1972,1972,MLB,Cleveland
Milwaukee,Brewers,0.4166666666666667,1972,1972,MLB,Milwaukee
Oakland,Athletics,0.6,1972,1972,MLB,Bay Area
Chicago,White Sox,0.564935064935065,1972,1972,MLB,Chicago
Minnesota,Twins,0.5,1972,1972,MLB,Minnesota
Kansas City,Royals,0.4935064935064935,1972,1972,MLB,Kansas City
California,Angels,0.4838709677419355,1972,1972,MLB,Los Angeles
Texas,Rangers,0.35064935064935066,1972,1972,MLB,Dallas
Pittsburgh,Pirates,0.6193548387096774,1972,1972,MLB,Pittsburgh
Chicago,Cubs,0.5483870967741935,1972,1972,MLB,Chicago
New York,Mets,0.532051282051282,1972,1972,MLB,New York
St. Louis,Cardinals,0.4807692307692308,1972,1972,MLB,St. Louis
Montreal,Expos,0.44871794871794873,1972,1972,MLB,Montreal
Philadelphia,Phillies,0.3782051282051282,1972,1972,MLB,Philadelphia
Cincinnati,Reds,0.6168831168831169,1972,1972,MLB,Cincinnati
Houston,Astros,0.5490196078431373,1972,1972,MLB,Houston
Los Angeles,Dodgers,0.5483870967741935,1972,1972,MLB,Los Angeles
Atlanta,Braves,0.45454545454545453,1972,1972,MLB,Atlanta
San Francisco,Giants,0.44516129032258067,1972,1972,MLB,Bay Area
San Diego,Padres,0.3790849673202614,1972,1972,MLB,San Diego
Baltimore,Orioles,0.5987654320987654,1973,1973,MLB,Baltimore
Boston,Red Sox,0.5493827160493827,1973,1973,MLB,Boston
Detroit,Tigers,0.5246913580246914,1973,1973,MLB,Detroit
New York,Yankees,0.49382716049382713,1973,1973,MLB,New York
Milwaukee,Brewers,0.4567901234567901,1973,1973,MLB,Milwaukee
Cleveland,Indians,0.4382716049382716,1973,1973,MLB,Cleveland
Oakland,Athletics,0.5802469135802469,1973,1973,MLB,Bay Area
Kansas City,Royals,0.5432098765432098,1973,1973,MLB,Kansas City
Minnesota,Twins,0.5,1973,1973,MLB,Minnesota
California,Angels,0.4876543209876543,1973,1973,MLB,Los Angeles
Chicago,White Sox,0.47530864197530864,1973,1973,MLB,Chicago
Texas,Rangers,0.35185185185185186,1973,1973,MLB,Dallas
New York,Mets,0.5093167701863354,1973,1973,MLB,New York
St. Louis,Cardinals,0.5,1973,1973,MLB,St. Louis
Pittsburgh,Pirates,0.49382716049382713,1973,1973,MLB,Pittsburgh
Montreal,Expos,0.4876543209876543,1973,1973,MLB,Montreal
Chicago,Cubs,0.4782608695652174,1973,1973,MLB,Chicago
Philadelphia,Phillies,0.4382716049382716,1973,1973,MLB,Philadelphia
Cincinnati,Reds,0.6111111111111112,1973,1973,MLB,Cincinnati
Los Angeles,Dodgers,0.5900621118012422,1973,1973,MLB,Los Angeles
San Francisco,Giants,0.5432098765432098,1973,1973,MLB,Bay Area
Houston,Astros,0.5061728395061729,1973,1973,MLB,Houston
Atlanta,Braves,0.4720496894409938,1973,1973,MLB,Atlanta
San Diego,Padres,0.37037037037037035,1973,1973,MLB,San Diego
Baltimore,Orioles,0.5617283950617284,1974,1974,MLB,Baltimore
New York,Yankees,0.5493827160493827,1974,1974,MLB,New York
Boston,Red Sox,0.5185185185185185,1974,1974,MLB,Boston
Cleveland,Indians,0.47530864197530864,1974,1974,MLB,Cleveland
Milwaukee,Brewers,0.4691358024691358,1974,1974,MLB,Milwaukee
Detroit,Tigers,0.4444444444444444,1974,1974,MLB,Detroit
Oakland,Athletics,0.5555555555555556,1974,1974,MLB,Bay Area
Texas,Rangers,0.525,1974,1974,MLB,Dallas
Minnesota,Twins,0.5061728395061729,1974,1974,MLB,Minnesota
Chicago,White Sox,0.5,1974,1974,MLB,Chicago
Kansas City,Royals,0.47530864197530864,1974,1974,MLB,Kansas City
California,Angels,0.41975308641975306,1974,1974,MLB,Los Angeles
Pittsburgh,Pirates,0.5432098765432098,1974,1974,MLB,Pittsburgh
St. Louis,Cardinals,0.5341614906832298,1974,1974,MLB,St. Louis
Philadelphia,Phillies,0.49382716049382713,1974,1974,MLB,Philadelphia
Montreal,Expos,0.4906832298136646,1974,1974,MLB,Montreal
New York,Mets,0.4382716049382716,1974,1974,MLB,New York
Chicago,Cubs,0.4074074074074074,1974,1974,MLB,Chicago
Los Angeles,Dodgers,0.6296296296296297,1974,1974,MLB,Los Angeles
Cincinnati,Reds,0.6049382716049383,1974,1974,MLB,Cincinnati
Atlanta,Braves,0.5432098765432098,1974,1974,MLB,Atlanta
Houston,Astros,0.5,1974,1974,MLB,Houston
San Francisco,Giants,0.4444444444444444,1974,1974,MLB,Bay Area
San Diego,Padres,0.37037037037037035,1974,1974,MLB,San Diego
Boston,Red Sox,0.59375,1975,1975,MLB,Boston
Baltimore,Orioles,0.5660377358490566,1975,1975,MLB,Baltimore
New York,Yankees,0.51875,1975,1975,MLB,New York
Cleveland,Indians,0.4968553459119497,1975,1975,MLB,Cleveland
Milwaukee,Brewers,0.41975308641975306,1975,1975,MLB,Milwaukee
Detroit,Tigers,0.3584905660377358,1975,1975,MLB,Detroit
Oakland,Athletics,0.6049382716049383,1975,1975,MLB,Bay Area
Kansas City,Royals,0.5617283950617284,1975,1975,MLB,Kansas City
Texas,Rangers,0.4876543209876543,1975,1975,MLB,Dallas
Minnesota,Twins,0.4779874213836478,1975,1975,MLB,Minnesota
Chicago,White Sox,0.4658385093167702,1975,1975,MLB,Chicago
California,Angels,0.4472049689440994,1975,1975,MLB,Los Angeles
Pittsburgh,Pirates,0.5714285714285714,1975,1975,MLB,Pittsburgh
Philadelphia,Phillies,0.5308641975308642,1975,1975,MLB,Philadelphia
New York,Mets,0.5061728395061729,1975,1975,MLB,New York
St. Louis,Cardinals,0.5061728395061729,1975,1975,MLB,St. Louis
Chicago,Cubs,0.46296296296296297,1975,1975,MLB,Chicago
Montreal,Expos,0.46296296296296297,1975,1975,MLB,Montreal
Cincinnati,Reds,0.6666666666666666,1975,1975,MLB,Cincinnati
Los Angeles,Dodgers,0.5432098765432098,1975,1975,MLB,Los Angeles
San Francisco,Giants,0.4968944099378882,1975,1975,MLB,Bay Area
San Diego,Padres,0.4382716049382716,1975,1975,MLB,San Diego
Atlanta,Braves,0.4161490683229814,1975,1975,MLB,Atlanta
Houston,Astros,0.39751552795031053,1975,1975,MLB,Houston
New York,Yankees,0.610062893081761,1976,1976,MLB,New York
Baltimore,Orioles,0.5432098765432098,1976,1976,MLB,Baltimore
Boston,Red Sox,0.5123456790123457,1976,1976,MLB,Boston
Cleveland,Indians,0.5094339622641509,1976,1976,MLB,Cleveland
Detroit,Tigers,0.45962732919254656,1976,1976,MLB,Detroit
Milwaukee,Brewers,0.40993788819875776,1976,1976,MLB,Milwaukee
Kansas City,Royals,0.5555555555555556,1976,1976,MLB,Kansas City
Oakland,Athletics,0.5403726708074534,1976,1976,MLB,Bay Area
Minnesota,Twins,0.5246913580246914,1976,1976,MLB,Minnesota
California,Angels,0.4691358024691358,1976,1976,MLB,Los Angeles
